(3, 394)
(7, 341)
(8, 395)
(26, 340)
(27, 71)
(41, 377)
(42, 46)
(46, 42)
(54, 404)
(60, 129)
(71, 27)
(72, 408)
(104, 284)
(120, 123)
(123, 120)
(126, 140)
(129, 60)
(140, 126)
(141, 405)
(182, 225)
(190, 210)
(210, 190)
(225, 182)
(226, 423)
(230, 312)
(284, 104)
(296, 383)
(312, 230)
(340, 26)
(341, 7)
(343, 390)
(377, 41)
(378, 380)
(380, 378)
(383, 296)
(390, 343)
(394, 3)
(395, 8)
(404, 54)
(405, 141)
(408, 72)
(419, 420)
(420, 419)
(423, 226)
