104,97792973,359096435,"[1303525204, 97792973]",,359096435,37.9891868,23.7360856
,,,,,97792973,37.9891271,23.7359784
,,,,,,,
,,1303525204,[635442926],368,,,
,,97792973,[359096435],,,,
