u,v,,,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,width,ref,access
954712428,250691847,954712428250691847,#N/A,0,298744689,TRUE,5,Βασιλίσσης Αμαλίας,primary,FALSE,13.248,"LINESTRING (23.7357623 37.9758298, 23.7357767 37.9759484)",30,,ΕΟ91,
954712428,7384331753,9547124287384331753,#N/A,0,"[81916368, 87082463]",TRUE,1,,primary,FALSE,24.991,"LINESTRING (23.7357623 37.9758298, 23.7356838 37.9759605, 23.7356634 37.9759944, 23.7356402 37.9760329)",,,,
961530639,97788213,96153063997788213,#N/A,0,260124785,TRUE,2,Πατησίων,primary,FALSE,61.492,"LINESTRING (23.7306058 37.9891989, 23.7305165 37.9888376, 23.7305078 37.9888025, 23.7304716 37.9886561)",,,ΕΟ1,
961530806,961530639,961530806961530639,#N/A,0,82619472,TRUE,1,,primary_link,FALSE,30.846000000000004,"LINESTRING (23.7303329 37.9892924, 23.7304809 37.9893161, 23.7305223 37.9892999, 23.7305663 37.9892633, 23.7306058 37.9891989)",,,,
961530806,597677303,961530806597677303,#N/A,0,260124784,TRUE,3,Μάρνη,primary,FALSE,37.909,"LINESTRING (23.7303329 37.9892924, 23.7305181 37.9894021, 23.7305556 37.9894243, 23.7306793 37.9894966)",,,,
962356608,962356671,962356608962356671,#N/A,0,82682799,TRUE,1,,primary_link,FALSE,24.296,"LINESTRING (23.7271435 37.9865524, 23.7271123 37.9864746, 23.727078 37.9864341, 23.7269891 37.9863805)",,,,
962356608,300398465,962356608300398465,#N/A,0,972965170,TRUE,2,Καματερού,primary,FALSE,29.621,"LINESTRING (23.7271435 37.9865524, 23.7271706 37.9864978, 23.7271929 37.986457, 23.7273229 37.9863298)",,,,
962356657,31179466,96235665731179466,#N/A,0,838111475,TRUE,2,Μάρνη,primary,FALSE,8.157,"LINESTRING (23.7267556 37.9872173, 23.726682 37.9871724)",,,,
962356657,95663472,96235665795663472,#N/A,0,54700033,TRUE,2,Αχαρνών,primary,FALSE,98.29599999999999,"LINESTRING (23.7267556 37.9872173, 23.7267175 37.9872696, 23.726687 37.9873202, 23.7266642 37.9873763, 23.7266563 37.9874042, 23.7266501 37.9874382, 23.7266763 37.9880837)",,,,
962356671,95663492,96235667195663492,#N/A,0,85392263,TRUE,1,Χαλκοκονδύλη,secondary,FALSE,82.568,"LINESTRING (23.7269891 37.9863805, 23.7261222 37.9865071, 23.7260626 37.9865152)",,,,
962356674,95663392,96235667495663392,#N/A,0,384593010,TRUE,3,Μάρνη,primary,FALSE,98.046,"LINESTRING (23.7282268 37.9880446, 23.7289565 37.988477, 23.7290147 37.9885114, 23.7291214 37.9885741)",,,,
962356679,95663426,96235667995663426,#N/A,0,222897513,TRUE,1,Καποδιστρίου,primary,FALSE,106.42399999999999,"LINESTRING (23.7286444 37.986675, 23.7285363 37.9866933, 23.7275396 37.9868592, 23.7275091 37.9868641, 23.7274563 37.9868729)",,,,
962356679,95663454,96235667995663454,#N/A,0,260824573,TRUE,3,3ης Σεπτεμβρίου,primary,FALSE,62.364000000000004,"LINESTRING (23.7286444 37.986675, 23.7287657 37.9871585, 23.7287744 37.9871932, 23.7287824 37.9872252)",,,,
962356738,3879024943,9623567383879024943,#N/A,0,"[887747034, 838111476]",TRUE,2,Μάρνη,primary,FALSE,17.344,"LINESTRING (23.72701 37.9872972, 23.727061 37.9873277, 23.7271499 37.9874066)",,,,
962356740,97834761,96235674097834761,#N/A,0,82682788,TRUE,1,,primary_link,FALSE,33.848000000000006,"LINESTRING (23.7265063 37.9873279, 23.726507 37.9872316, 23.7265071 37.9871867, 23.7265099 37.987143, 23.7265069 37.9871163, 23.7264979 37.987092, 23.7264849 37.9870739, 23.7264514 37.9870356)",,,,
962356740,31179466,96235674031179466,#N/A,0,222899032,TRUE,2,Λιοσίων,primary,FALSE,23.158,"LINESTRING (23.7265063 37.9873279, 23.7265652 37.9872738, 23.7265972 37.9872445, 23.726682 37.9871724)",,,,
962356785,962356657,962356785962356657,#N/A,0,210103168,TRUE,2,Καποδιστρίου,primary,FALSE,6.321,"LINESTRING (23.7268008 37.987173, 23.7267556 37.9872173)",,,,
962356785,962356738,962356785962356738,#N/A,0,261671454,TRUE,2,Μάρνη,primary,FALSE,22.954,"LINESTRING (23.7268008 37.987173, 23.7268899 37.9872254, 23.72701 37.9872972)",,,,
962356840,962356674,962356840962356674,#N/A,0,82682794,TRUE,1,,primary_link,FALSE,22.84,"LINESTRING (23.7282446 37.9878474, 23.728204 37.9879477, 23.7282069 37.9880075, 23.7282268 37.9880446)",,,,
962356840,95663464,96235684095663464,#N/A,0,189099792,TRUE,2,Στουρνάρη,secondary,FALSE,23.805,"LINESTRING (23.7282446 37.9878474, 23.7281014 37.987869, 23.7279778 37.9878876)",,,,
962356923,962356785,962356923962356785,#N/A,0,284503673,TRUE,2,Μάρνη,primary,FALSE,7.627,"LINESTRING (23.7267319 37.9871311, 23.7268008 37.987173)",,,,
962356923,962356608,962356923962356608,#N/A,0,284503674,TRUE,2,Καματερού,primary,FALSE,75.05,"LINESTRING (23.7267319 37.9871311, 23.7267887 37.9870878, 23.7269342 37.9869629, 23.7269578 37.9869329, 23.7269762 37.9869029, 23.7271435 37.9865524)",,,,
1003481221,7214467394,10034812217214467394,#N/A,0,670872012,TRUE,4,Παναγή Τσαλδάρη,primary,FALSE,80.575,"LINESTRING (23.725807 37.9830717, 23.7261695 37.9832309, 23.7262401 37.9832619, 23.726395 37.98333, 23.7266101 37.9834244)",50,,ΕΟ56,
1303525204,635442926,1303525204635442926,#N/A,0,444374147,TRUE,,Καλλιδρομίου,residential,FALSE,8.486,"LINESTRING (23.7357192 37.9896263, 23.7356693 37.9896917)",,6,,
2511789008,250691827,2511789008250691827,#N/A,0,"[87082469, 1040608909, 687831199]",TRUE,3,Πανεπιστημίου,primary,FALSE,44.301,"LINESTRING (23.7357956 37.9761034, 23.7358058 37.9761876, 23.7358146 37.9762596, 23.7358256 37.9763502, 23.7358438 37.9765)",50,,,
2511789008,7384331753,25117890087384331753,#N/A,0,"[790400745, 560974709]",TRUE,3,Βασιλέως Γεωργίου Α',primary,FALSE,15.716,"LINESTRING (23.7357956 37.9761034, 23.7357231 37.9760705, 23.7356402 37.9760329)",,,ΕΟ54,
2878357812,961484809,2878357812961484809,#N/A,0,82615574,TRUE,,Πλ. Αιγύπτου,residential,FALSE,36.424,"LINESTRING (23.7324856 37.9919489, 23.7321946 37.9919877, 23.7321519 37.9919934, 23.732113 37.9920094, 23.7320958 37.9920319)",,,,
2878357812,516020349,2878357812516020349,#N/A,0,"[996823384, 996823385, 996823386]",TRUE,1,Μαυροματαίων,secondary,FALSE,17.006999999999998,"LINESTRING (23.7324856 37.9919489, 23.7324954 37.9919792, 23.7325103 37.9920251, 23.7325336 37.9920971)",,,,
3339821648,250691794,3339821648250691794,#N/A,0,23182833,TRUE,,Κριεζώτου,residential,FALSE,168.12300000000002,"LINESTRING (23.7358882 37.9768844, 23.736014 37.9769449, 23.7369707 37.9774049, 23.7372497 37.9775393, 23.7374194 37.9776209, 23.7374294 37.9776257, 23.7375253 37.9776723)",,3,,
3339821648,250691723,3339821648250691723,#N/A,0,"[167920360, 23182965]",TRUE,"['4', '5']",Πανεπιστημίου,primary,FALSE,161.33400000000003,"LINESTRING (23.7358882 37.9768844, 23.7358652 37.9769314, 23.7358165 37.9769915, 23.7356969 37.9771317, 23.7356672 37.9771657, 23.7356124 37.9772234, 23.7353278 37.9775587, 23.7349743 37.9779751, 23.7349389 37.9780169, 23.7348738 37.9780935)",50,,,
3731648988,250714050,3731648988250714050,#N/A,0,"[32357772, 52493439]",TRUE,,"['Βερανζέρου', 'Κάνιγγος']",residential,FALSE,143.511,"LINESTRING (23.7307639 37.9858092, 23.7307177 37.9856392, 23.7306244 37.9852654, 23.7306177 37.9852385, 23.7302249 37.9852991, 23.7301179 37.9853156, 23.7300123 37.9853314, 23.7298439 37.9853573, 23.7298159 37.9853616, 23.7297355 37.985374)",,"['4', '6']",,
3731648988,250713539,3731648988250713539,#N/A,0,52493441,TRUE,2,Ακαδημίας,secondary,FALSE,89.322,"LINESTRING (23.7307639 37.9858092, 23.7309192 37.9856636, 23.7311349 37.9854358, 23.731233 37.9853313, 23.7312656 37.9852966, 23.7313805 37.98517)",,,,
3879024939,95663461,387902493995663461,387902493995663461,0,82682785,FALSE,4,Μάρνη,primary,FALSE,45.414,"LINESTRING (23.7272465 37.9874638, 23.7276613 37.9877086)",,,,
3879024939,3879024943,38790249393879024943,38790249393879024943,0,82682785,FALSE,4,Μάρνη,primary,TRUE,10.589,"LINESTRING (23.7272465 37.9874638, 23.7271499 37.9874066)",,,,
3879024939,95663433,387902493995663433,#N/A,0,10741757,TRUE,,Σολωμού,residential,FALSE,30.522,"LINESTRING (23.7272465 37.9874638, 23.727542 37.9874179, 23.7275882 37.9874107)",,5,,
3879024943,3879024939,38790249433879024939,38790249433879024939,0,82682785,FALSE,4,Μάρνη,primary,FALSE,10.589,"LINESTRING (23.7271499 37.9874066, 23.7272465 37.9874638)",,,,
3879024943,962356657,3879024943962356657,#N/A,0,"[384593009, 838111475]",TRUE,2,Μάρνη,primary,FALSE,40.84,"LINESTRING (23.7271499 37.9874066, 23.7270105 37.9873668, 23.7268761 37.9872893, 23.7268514 37.9872746, 23.7267556 37.9872173)",,,,
4056070360,358464212,4056070360358464212,#N/A,0,400829834,TRUE,4,Αλεξάνδρας,primary,FALSE,31.938,"LINESTRING (23.7319461 37.9915948, 23.7322254 37.9915525, 23.732304 37.9915406)",50,,,
4464395361,388172075,4464395361388172075,4464395361388172075,0,449488830,FALSE,,Σουλίου,residential,TRUE,29.048000000000002,"LINESTRING (23.73366 37.9847125, 23.7334889 37.9845032, 23.7334805 37.9844929)",,,,
5581434215,5921003579,55814342155921003579,#N/A,0,758432182,TRUE,4,Αλεξάνδρας,primary,FALSE,13.361,"LINESTRING (23.7312294 37.9917038, 23.731379 37.9916806)",50,,,
5581434215,97788477,558143421597788477,#N/A,0,"[583814443, 758432181]",TRUE,"['4', '5']",Πατησίων,primary,FALSE,44.502,"LINESTRING (23.7312294 37.9917038, 23.7312121 37.991646, 23.7311278 37.9913117)",,,ΕΟ1,
5581434217,6910572379,55814342176910572379,#N/A,0,878082496,TRUE,4,Αλεξάνδρας,primary,FALSE,13.425,"LINESTRING (23.7314073 37.9917942, 23.7312574 37.9918191)",50,,,
5581434217,8207556731,55814342178207556731,#N/A,0,163711429,TRUE,3,Πατησίων,primary,FALSE,35.887,"LINESTRING (23.7314073 37.9917942, 23.7314313 37.9919013, 23.7314787 37.992112)",,,ΕΟ1,
5921003579,5581434217,59210035795581434217,#N/A,0,878082497,TRUE,3,Πατησίων,primary,FALSE,12.873,"LINESTRING (23.731379 37.9916806, 23.7314073 37.9917942)",,,ΕΟ1,
5921003579,4056070360,59210035794056070360,#N/A,0,878082498,TRUE,4,Αλεξάνδρας,primary,FALSE,50.604,"LINESTRING (23.731379 37.9916806, 23.7314182 37.9916751, 23.7319461 37.9915948)",50,,,
6220792258,954712407,6220792258954712407,6220792258954712407,0,170993800,FALSE,4,Βασιλίσσης Σοφίας,primary,FALSE,134.969,"LINESTRING (23.7376179 37.9759741, 23.7375102 37.9759878, 23.7374561 37.9759947, 23.7368125 37.9760767, 23.7360978 37.9761678)",,,ΕΟ54,
6220792260,250692409,6220792260250692409,#N/A,0,23182848,TRUE,2,Κανάρη,tertiary,FALSE,74.249,"LINESTRING (23.7378391 37.9772926, 23.7379435 37.9772784, 23.7386739 37.9771792)",,,,
6220792260,6220792258,62207922606220792258,#N/A,0,298828555,TRUE,3,Ακαδημίας,secondary,FALSE,148.749,"LINESTRING (23.7378391 37.9772926, 23.7378633 37.9772235, 23.7378677 37.9771369, 23.7377464 37.976581, 23.7376581 37.9761762, 23.7376486 37.9761322, 23.7376179 37.9759741)",,,,
6356544246,97788594,635654424697788594,#N/A,0,10971767,TRUE,,Κάνιγγος,residential,FALSE,62.468999999999994,"LINESTRING (23.7310243 37.986877, 23.7308978 37.9863645, 23.7308878 37.9863256)",,7,,
6693568141,31179468,669356814131179468,669356814131179468,0,10976435,FALSE,4,Μάρνη,secondary,TRUE,61.072,"LINESTRING (23.7246801 37.9859706, 23.7241204 37.9856434)",,,,
6693568141,95663375,669356814195663375,669356814195663375,0,10976435,FALSE,4,Μάρνη,secondary,FALSE,26.566000000000003,"LINESTRING (23.7246801 37.9859706, 23.7248063 37.9860443, 23.7248266 37.9860562, 23.7249236 37.9861129)",,,,
6693647611,250691664,6693647611250691664,#N/A,0,"[952108568, 907519290, 23183380]",TRUE,1,"['Αιόλου', 'Σταύρου Γεωργίου']","['residential', 'living_street']",FALSE,134.08899999999997,"LINESTRING (23.7289059 37.9820107, 23.7288739 37.9818789, 23.7289697 37.9818641, 23.730038 37.9816993, 23.730104 37.981685, 23.7302053 37.9816631)",,4,,
6910572379,5581434215,69105723795581434215,#N/A,0,778622871,TRUE,5,Πατησίων,primary,FALSE,13.053,"LINESTRING (23.7312574 37.9918191, 23.7312294 37.9917038)",,,ΕΟ1,
6943632782,961484809,6943632782961484809,#N/A,0,82615566,TRUE,,Πλ. Αιγύπτου,residential,FALSE,57.365999999999985,"LINESTRING (23.7314861 37.9921449, 23.7315605 37.9921341, 23.731607 37.9921277, 23.7319307 37.9920803, 23.7319544 37.9920793, 23.731976 37.9920802, 23.7320063 37.9920858, 23.7320215 37.9920878, 23.7320347 37.9920875, 23.7320481 37.9920843, 23.7320592 37.9920787, 23.7320683 37.9920716, 23.7320759 37.9920622, 23.7320958 37.9920319)",,2,,
7214467394,97846089,721446739497846089,#N/A,0,280005151,TRUE,,Σωκράτους,residential,FALSE,60.995000000000005,"LINESTRING (23.7266101 37.9834244, 23.7265907 37.9833504, 23.7264693 37.9828872)",,,,
7214467394,363357735,7214467394363357735,#N/A,0,"[280005152, 23182962, 725187180, 298298663]",TRUE,3,"['Σταδίου', 'Πλατεία Ομονοίας', 'Παναγή Τσαλδάρη']",primary,FALSE,237.246,"LINESTRING (23.7266101 37.9834244, 23.7267154 37.9834708, 23.7268668 37.9835377, 23.7270168 37.9836039, 23.7272062 37.9836869, 23.7273191 37.9837374, 23.7273798 37.9837619, 23.7274052 37.9837683, 23.7274635 37.9837827, 23.7275152 37.9837915, 23.7275643 37.9837978, 23.7276388 37.9837871, 23.7279219 37.9837467, 23.7280637 37.9837264, 23.7281813 37.9837067, 23.7284125 37.983668, 23.7284513 37.9836598, 23.7284943 37.9836478, 23.7285323 37.9836309, 23.7285708 37.9836105, 23.728584 37.9835964, 23.7288298 37.983293, 23.7288642 37.9832504, 23.7288925 37.9832153)",50,,ΕΟ56,
7248584892,97835127,724858489297835127,#N/A,0,634244587,TRUE,,Ακομινάτου,residential,FALSE,47.529,"LINESTRING (23.7236788 37.9875243, 23.7237962 37.9879416)",30,6.2,,
7384331753,42240105,738433175342240105,#N/A,0,"[789796814, 87082462]",TRUE,3,Βασιλέως Γεωργίου Α',primary,FALSE,112.06700000000001,"LINESTRING (23.7356402 37.9760329, 23.7354906 37.9760527, 23.734537 37.9761789, 23.7344992 37.9761839, 23.7343793 37.9761998)",30,,,
8207556731,6943632782,82075567316943632782,#N/A,0,163711429,TRUE,3,Πατησίων,primary,FALSE,3.715,"LINESTRING (23.7314787 37.992112, 23.7314861 37.9921449)",,,ΕΟ1,
8212395769,95663490,821239576995663490,821239576995663490,0,1279450436,FALSE,2,Λιοσίων,secondary,TRUE,6.932,"LINESTRING (23.7250288 37.9888743, 23.7250694 37.9888208)",30,,,
8212395769,97839373,821239576997839373,821239576997839373,0,48820562,FALSE,2,Λιοσίων,secondary,FALSE,9.792,"LINESTRING (23.7250288 37.9888743, 23.7250002 37.9889121, 23.7249715 37.9889499)",30,,,
8212395770,95663490,821239577095663490,#N/A,0,883118288,TRUE,2,Σουρμελή,secondary,FALSE,5.117,"LINESTRING (23.7250927 37.988863, 23.7250694 37.9888208)",,,,
8212395770,8212395769,82123957708212395769,#N/A,0,883118289,TRUE,2,Σουρμελή,secondary,FALSE,5.739,"LINESTRING (23.7250927 37.988863, 23.7250288 37.9888743)",,,,
8253823131,95663527,825382313195663527,825382313195663527,0,82682796,FALSE,4,Μάρνη,secondary,TRUE,25.402,"LINESTRING (23.7263633 37.9869547, 23.7263268 37.9869334, 23.7261306 37.9868185)",,,,
8253823131,962356923,8253823131962356923,#N/A,0,"[838111478, 384593007]",TRUE,2,Μάρνη,secondary,FALSE,38.229,"LINESTRING (23.7263633 37.9869547, 23.7264947 37.9869894, 23.7265965 37.9870502, 23.7266407 37.9870766, 23.7267319 37.9871311)",,,,
8446047162,10134034285,844604716210134034285,#N/A,0,299510181,TRUE,2,Σόλωνος,secondary,FALSE,55.86000000000001,"LINESTRING (23.735425 37.9820951, 23.7354135 37.9821094, 23.7351226 37.9824704, 23.7350999 37.9824987, 23.7350832 37.9825191)",,,,
10134034285,250699613,10134034285250699613,#N/A,0,259803254,TRUE,2,Ιπποκράτους,tertiary,FALSE,112.926,"LINESTRING (23.7350832 37.9825191, 23.734598 37.9822663, 23.7341095 37.9820369, 23.7340747 37.9820203, 23.7339908 37.9819811)",,,,
10134034285,250699711,10134034285250699711,#N/A,0,259803255,TRUE,2,Σόλωνος,secondary,FALSE,63.007,"LINESTRING (23.7350832 37.9825191, 23.7350684 37.9825369, 23.7346918 37.9829944)",,,,
10134034290,300400248,10134034290300400248,#N/A,0,299510181,TRUE,2,Σόλωνος,secondary,FALSE,61.173,"LINESTRING (23.7364526 37.9808197, 23.7364228 37.9808567, 23.7362909 37.9810204, 23.7360784 37.9812841)",,,,
10134034294,300400470,10134034294300400470,#N/A,0,299510180,TRUE,,Ομήρου,residential,FALSE,111.192,"LINESTRING (23.7370345 37.9800974, 23.7360634 37.979576, 23.7360225 37.9795546, 23.7359852 37.9795354)",,,,
10134034294,10134034290,1013403429410134034290,#N/A,0,299510181,TRUE,2,Σόλωνος,secondary,FALSE,95.14099999999999,"LINESTRING (23.7370345 37.9800974, 23.7370101 37.9801276, 23.7364827 37.9807823, 23.7364526 37.9808197)",,,,
10174555843,11271557478,1017455584311271557478,#N/A,0,309269227,TRUE,,Σίνα,residential,FALSE,13.37,"LINESTRING (23.735395 37.9802494, 23.7352717 37.9801786)",,7,,
10174555843,10134034290,1017455584310134034290,#N/A,0,80404724,TRUE,,Σίνα,residential,FALSE,112.31199999999998,"LINESTRING (23.735395 37.9802494, 23.7354215 37.9802637, 23.7363969 37.9807894, 23.7364293 37.9808076, 23.7364526 37.9808197)",,,,
10174555843,300400470,10174555843300400470,#N/A,0,168914458,TRUE,4,Ακαδημίας,secondary,FALSE,94.759,"LINESTRING (23.735395 37.9802494, 23.735937 37.9795937, 23.7359852 37.9795354)",,,,
11256819882,11256819883,1125681988211256819883,1125681988211256819883,0,1214975690,FALSE,,Μενάνδρου,residential,TRUE,45.38,"LINESTRING (23.7261732 37.9848608, 23.7256652 37.9849398)",,,,
11256819883,11256819882,1125681988311256819882,1125681988311256819882,0,1214975690,FALSE,,Μενάνδρου,residential,FALSE,45.38,"LINESTRING (23.7256652 37.9849398, 23.7261732 37.9848608)",,,,
11256819883,250720872,11256819883250720872,#N/A,0,10741722,TRUE,2,Μενάνδρου,tertiary,FALSE,45.745,"LINESTRING (23.7256652 37.9849398, 23.7255934 37.9846617, 23.7255609 37.9845367)",,,,
11271557478,653971690,11271557478653971690,#N/A,0,309269227,TRUE,,Σίνα,residential,FALSE,46.442,"LINESTRING (23.7352717 37.9801786, 23.7351635 37.9801165, 23.7348434 37.9799327)",,7,,
11271557478,250709162,11271557478250709162,11271557478250709162,0,"[23183967, 1248813143]",FALSE,1,Πλατεία Κωστή Παλαμά,residential,TRUE,166.641,"LINESTRING (23.7352717 37.9801786, 23.7347693 37.9807557, 23.734708 37.9808279, 23.7342711 37.9813446, 23.7342104 37.9814219)",,6,,
