episode,step,state,action,next_state,chosen_action_reward,max_reward_action,max_reward,action_reward
2,9,165,0.0,175,,,,1.0219721794128418
2,9,165,1.0,175,,,,1.0944159030914307
2,10,175,0.0,160,0.6665332913398743,0.0,0.6665332913398743,
2,10,175,0.0,160,,,,0.6665332913398743
2,11,160,0.0,168,0.6653624176979065,0.0,0.6653624176979065,
2,11,160,0.0,168,,,,0.6653624176979065
2,12,168,1.0,167,1.0964666604995728,1.0,1.0964666604995728,
2,12,168,0.0,167,,,,1.0245075225830078
2,12,168,1.0,167,,,,1.0964666604995728
2,13,167,0.0,393,1.0483843088150024,1.0,1.11859130859375,
2,13,167,0.0,393,,,,1.0483843088150024
2,13,167,1.0,393,,,,1.11859130859375
3,1,281,1.0,21,1.0977435111999512,1.0,1.0977435111999512,
3,1,281,0.0,21,,,,1.02884840965271
3,1,281,1.0,21,,,,1.0977435111999512
3,2,21,0.0,85,0.983997642993927,1.0,1.0488498210906982,
3,2,21,0.0,85,,,,0.983997642993927
3,2,21,1.0,85,,,,1.0488498210906982
3,3,85,1.0,312,1.0909526348114014,1.0,1.0909526348114014,
3,3,85,0.0,312,,,,1.0219907760620117
3,3,85,1.0,312,,,,1.0909526348114014
3,4,312,0.0,348,0.6692270636558533,0.0,0.6692270636558533,
3,4,312,0.0,348,,,,0.6692270636558533
3,5,348,1.0,83,1.1007561683654785,1.0,1.1007561683654785,
3,5,348,0.0,83,,,,1.0305099487304688
3,5,348,1.0,83,,,,1.1007561683654785
3,6,83,2.0,77,1.2872254848480225,1.0,1.4092051982879639,
3,6,83,0.0,77,,,,1.3154213428497314
3,6,83,1.0,77,,,,1.4092051982879639
3,6,83,2.0,77,,,,1.2872254848480225
3,7,77,0.0,75,1.0260746479034424,1.0,1.0986593961715698,
3,7,77,0.0,75,,,,1.0260746479034424
3,7,77,1.0,75,,,,1.0986593961715698
3,8,75,1.0,308,1.095915675163269,1.0,1.095915675163269,
3,8,75,0.0,308,,,,1.0259345769882202
3,8,75,1.0,308,,,,1.095915675163269
3,9,308,0.0,235,1.0234073400497437,1.0,1.1005384922027588,
3,9,308,0.0,235,,,,1.0234073400497437
3,9,308,1.0,235,,,,1.1005384922027588
3,10,235,1.0,231,1.108399510383606,1.0,1.108399510383606,
3,10,235,0.0,231,,,,1.0387481451034546
3,10,235,1.0,231,,,,1.108399510383606
3,11,231,1.0,232,1.0888941287994385,1.0,1.0888941287994385,
3,11,231,0.0,232,,,,1.0198018550872803
3,11,231,1.0,232,,,,1.0888941287994385
3,12,232,0.0,199,0.6626278162002563,0.0,0.6626278162002563,
3,12,232,0.0,199,,,,0.6626278162002563
3,13,199,1.0,207,1.1081526279449463,1.0,1.1081526279449463,
3,13,199,0.0,207,,,,1.037562370300293
3,13,199,1.0,207,,,,1.1081526279449463
3,14,207,1.0,146,1.0969460010528564,1.0,1.0969460010528564,
3,14,207,0.0,146,,,,1.0263110399246216
3,14,207,1.0,146,,,,1.0969460010528564
3,15,146,1.0,147,1.097274661064148,1.0,1.097274661064148,
3,15,146,0.0,147,,,,1.0255004167556763
3,15,146,1.0,147,,,,1.097274661064148
3,16,147,0.0,149,0.6677778363227844,0.0,0.6677778363227844,
3,16,147,0.0,149,,,,0.6677778363227844
3,17,149,0.0,225,0.6701778769493103,0.0,0.6701778769493103,
3,17,149,0.0,225,,,,0.6701778769493103
4,1,391,0.0,345,1.2890913486480713,1.0,1.381937026977539,
4,1,391,0.0,345,,,,1.2890913486480713
4,1,391,1.0,345,,,,1.381937026977539
4,1,391,2.0,345,,,,1.2621617317199707
4,2,345,0.0,169,0.6790894865989685,0.0,0.6790894865989685,
4,2,345,0.0,169,,,,0.6790894865989685
4,3,169,1.0,375,1.1139453649520874,1.0,1.1139453649520874,
4,3,169,0.0,375,,,,1.039886474609375
4,3,169,1.0,375,,,,1.1139453649520874
4,4,375,1.0,157,1.0877403020858765,1.0,1.0877403020858765,
4,4,375,0.0,157,,,,1.017035961151123
4,4,375,1.0,157,,,,1.0877403020858765
4,5,157,0.0,158,1.0280331373214722,1.0,1.1000702381134033,
4,5,157,0.0,158,,,,1.0280331373214722
4,5,157,1.0,158,,,,1.1000702381134033
4,6,158,0.0,177,0.6824537515640259,0.0,0.6824537515640259,
4,6,158,0.0,177,,,,0.6824537515640259
4,7,177,0.0,178,0.65411776304245,0.0,0.65411776304245,
4,7,177,0.0,178,,,,0.65411776304245
5,1,281,1.0,21,1.0974249839782715,1.0,1.0974249839782715,
5,1,281,0.0,21,,,,1.0224318504333496
5,1,281,1.0,21,,,,1.0974249839782715
5,2,21,0.0,85,0.9744780659675598,1.0,1.040653944015503,
5,2,21,0.0,85,,,,0.9744780659675598
5,2,21,1.0,85,,,,1.040653944015503
5,3,85,1.0,312,1.0957045555114746,1.0,1.0957045555114746,
5,3,85,0.0,312,,,,1.0250661373138428
5,3,85,1.0,312,,,,1.0957045555114746
5,4,312,0.0,348,0.6710754036903381,0.0,0.6710754036903381,
5,4,312,0.0,348,,,,0.6710754036903381
5,5,348,1.0,83,1.101605772972107,1.0,1.101605772972107,
5,5,348,0.0,83,,,,1.0288209915161133
5,5,348,1.0,83,,,,1.101605772972107
5,6,83,2.0,77,1.2917543649673462,1.0,1.4161155223846436,
5,6,83,0.0,77,,,,1.318608045578003
5,6,83,1.0,77,,,,1.4161155223846436
5,6,83,2.0,77,,,,1.2917543649673462
5,7,77,0.0,75,1.0300649404525757,1.0,1.1020166873931885,
5,7,77,0.0,75,,,,1.0300649404525757
5,7,77,1.0,75,,,,1.1020166873931885
5,8,75,1.0,308,1.0996124744415283,1.0,1.0996124744415283,
5,8,75,0.0,308,,,,1.0284419059753418
5,8,75,1.0,308,,,,1.0996124744415283
5,9,308,1.0,234,1.1541670560836792,1.0,1.1541670560836792,
5,9,308,0.0,234,,,,1.076148271560669
5,9,308,1.0,234,,,,1.1541670560836792
5,10,234,1.0,377,1.0980048179626465,1.0,1.0980048179626465,
5,10,234,0.0,377,,,,1.0296109914779663
5,10,234,1.0,377,,,,1.0980048179626465
5,11,377,0.0,229,0.6660778522491455,0.0,0.6660778522491455,
5,11,377,0.0,229,,,,0.6660778522491455
5,12,229,1.0,197,1.0990779399871826,1.0,1.0990779399871826,
5,12,229,0.0,197,,,,1.0268975496292114
5,12,229,1.0,197,,,,1.0990779399871826
5,13,197,1.0,195,1.1008867025375366,1.0,1.1008867025375366,
5,13,197,0.0,195,,,,1.0283880233764648
5,13,197,1.0,195,,,,1.1008867025375366
5,14,195,1.0,194,1.0912119150161743,1.0,1.0912119150161743,
5,14,195,0.0,194,,,,1.018279790878296
5,14,195,1.0,194,,,,1.0912119150161743
5,15,194,1.0,181,1.095320701599121,1.0,1.095320701599121,
5,15,194,0.0,181,,,,1.0253173112869263
5,15,194,1.0,181,,,,1.095320701599121
5,16,181,1.0,313,1.0988037586212158,1.0,1.0988037586212158,
5,16,181,0.0,313,,,,1.02584969997406
5,16,181,1.0,313,,,,1.0988037586212158
5,17,313,1.0,183,1.094766616821289,1.0,1.094766616821289,
5,17,313,0.0,183,,,,1.0265083312988281
5,17,313,1.0,183,,,,1.094766616821289
6,1,391,0.0,345,1.2912555932998657,1.0,1.3851724863052368,
6,1,391,0.0,345,,,,1.2912555932998657
6,1,391,1.0,345,,,,1.3851724863052368
6,1,391,2.0,345,,,,1.2652226686477661
6,2,345,0.0,169,0.6770672798156738,0.0,0.6770672798156738,
6,2,345,0.0,169,,,,0.6770672798156738
6,3,169,1.0,375,1.1158089637756348,1.0,1.1158089637756348,
6,3,169,0.0,375,,,,1.04117751121521
6,3,169,1.0,375,,,,1.1158089637756348
6,4,375,1.0,157,1.0887598991394043,1.0,1.0887598991394043,
6,4,375,0.0,157,,,,1.017399549484253
6,4,375,1.0,157,,,,1.0887598991394043
6,5,157,0.0,158,1.0281057357788086,1.0,1.1014513969421387,
6,5,157,0.0,158,,,,1.0281057357788086
6,5,157,1.0,158,,,,1.1014513969421387
7,1,45,1.0,41,1.3571226596832275,1.0,1.3571226596832275,
7,1,45,0.0,41,,,,1.2727879285812378
7,1,45,1.0,41,,,,1.3571226596832275
7,1,45,2.0,41,,,,1.2455170154571533
7,2,41,1.0,378,1.397475004196167,1.0,1.397475004196167,
7,2,41,0.0,378,,,,1.317145586013794
7,2,41,1.0,378,,,,1.397475004196167
7,2,41,2.0,378,,,,1.2880207300186157
7,3,378,1.0,382,1.0983229875564575,1.0,1.0983229875564575,
7,3,378,0.0,382,,,,1.028141736984253
7,3,378,1.0,382,,,,1.0983229875564575
7,4,382,1.0,353,1.0993707180023193,1.0,1.0993707180023193,
7,4,382,0.0,353,,,,1.027834415435791
7,4,382,1.0,353,,,,1.0993707180023193
7,5,353,0.0,1,1.080053448677063,1.0,1.1615768671035767,
7,5,353,0.0,1,,,,1.080053448677063
7,5,353,1.0,1,,,,1.1615768671035767
7,6,1,0.0,127,0.6652452349662781,0.0,0.6652452349662781,
7,6,1,0.0,127,,,,0.6652452349662781
7,7,127,1.0,409,1.0956921577453613,1.0,1.0956921577453613,
7,7,127,0.0,409,,,,1.0217881202697754
7,7,127,1.0,409,,,,1.0956921577453613
7,8,409,1.0,71,1.4053009748458862,1.0,1.4053009748458862,
7,8,409,0.0,71,,,,1.318143606185913
7,8,409,1.0,71,,,,1.4053009748458862
7,8,409,2.0,71,,,,1.2903687953948975
7,9,71,1.0,26,1.096358060836792,1.0,1.096358060836792,
7,9,71,0.0,26,,,,1.0223965644836426
7,9,71,1.0,26,,,,1.096358060836792
7,10,26,1.0,342,1.0954020023345947,1.0,1.0954020023345947,
7,10,26,0.0,342,,,,1.0215977430343628
7,10,26,1.0,342,,,,1.0954020023345947
7,11,342,2.0,8,1.2999534606933594,1.0,1.398366928100586,
7,11,342,0.0,8,,,,1.3261654376983643
7,11,342,1.0,8,,,,1.398366928100586
7,11,342,2.0,8,,,,1.2999534606933594
8,1,348,1.0,83,1.0912573337554932,1.0,1.0912573337554932,
8,1,348,0.0,83,,,,1.01984703540802
8,1,348,1.0,83,,,,1.0912573337554932
8,2,83,2.0,77,1.2790553569793701,1.0,1.3968888521194458,
8,2,83,0.0,77,,,,1.3090815544128418
8,2,83,1.0,77,,,,1.3968888521194458
8,2,83,2.0,77,,,,1.2790553569793701
8,3,77,0.0,75,1.0274345874786377,1.0,1.0995882749557495,
8,3,77,0.0,75,,,,1.0274345874786377
8,3,77,1.0,75,,,,1.0995882749557495
8,4,75,1.0,308,1.0930062532424927,1.0,1.0930062532424927,
8,4,75,0.0,308,,,,1.0226435661315918
8,4,75,1.0,308,,,,1.0930062532424927
8,5,308,0.0,235,1.0243490934371948,1.0,1.1008667945861816,
8,5,308,0.0,235,,,,1.0243490934371948
8,5,308,1.0,235,,,,1.1008667945861816
8,6,235,1.0,231,1.1064612865447998,1.0,1.1064612865447998,
8,6,235,0.0,231,,,,1.0354664325714111
8,6,235,1.0,231,,,,1.1064612865447998
8,7,231,0.0,233,1.0208377838134766,1.0,1.090778112411499,
8,7,231,0.0,233,,,,1.0208377838134766
8,7,231,1.0,233,,,,1.090778112411499
8,8,233,0.0,244,1.0195283889770508,1.0,1.089843988418579,
8,8,233,0.0,244,,,,1.0195283889770508
8,8,233,1.0,244,,,,1.089843988418579
8,9,244,0.0,34,0.668330729007721,0.0,0.668330729007721,
8,9,244,0.0,34,,,,0.668330729007721
8,10,34,0.0,33,1.0276482105255127,1.0,1.0995028018951416,
8,10,34,0.0,33,,,,1.0276482105255127
8,10,34,1.0,33,,,,1.0995028018951416
8,11,33,0.0,31,1.0253419876098633,1.0,1.0951368808746338,
8,11,33,0.0,31,,,,1.0253419876098633
8,11,33,1.0,31,,,,1.0951368808746338
8,12,31,0.0,358,1.025649070739746,1.0,1.0953259468078613,
8,12,31,0.0,358,,,,1.025649070739746
8,12,31,1.0,358,,,,1.0953259468078613
8,13,358,0.0,40,1.0272380113601685,1.0,1.0992425680160522,
8,13,358,0.0,40,,,,1.0272380113601685
8,13,358,1.0,40,,,,1.0992425680160522
8,14,40,0.0,50,1.0287765264511108,1.0,1.102208137512207,
8,14,40,0.0,50,,,,1.0287765264511108
8,14,40,1.0,50,,,,1.102208137512207
8,15,50,1.0,20,1.139960527420044,1.0,1.139960527420044,
8,15,50,0.0,20,,,,1.0636075735092163
8,15,50,1.0,20,,,,1.139960527420044
8,16,20,0.0,23,0.6712011098861694,0.0,0.6712011098861694,
8,16,20,0.0,23,,,,0.6712011098861694
9,1,317,0.0,315,0.6655211448669434,0.0,0.6655211448669434,
9,1,317,0.0,315,,,,0.6655211448669434
9,2,315,1.0,303,1.0968267917633057,1.0,1.0968267917633057,
9,2,315,0.0,303,,,,1.0145409107208252
9,2,315,1.0,303,,,,1.0968267917633057
9,3,303,1.0,272,1.1021130084991455,1.0,1.1021130084991455,
9,3,303,0.0,272,,,,1.0224659442901611
9,3,303,1.0,272,,,,1.1021130084991455
9,4,272,1.0,306,1.1017777919769287,1.0,1.1017777919769287,
9,4,272,0.0,306,,,,1.01995849609375
9,4,272,1.0,306,,,,1.1017777919769287
9,5,306,1.0,387,1.0962281227111816,1.0,1.0962281227111816,
9,5,306,0.0,387,,,,1.0238144397735596
9,5,306,1.0,387,,,,1.0962281227111816
9,6,387,0.0,398,0.6691562533378601,0.0,0.6691562533378601,
9,6,387,0.0,398,,,,0.6691562533378601
9,7,398,0.0,386,1.028529405593872,1.0,1.1010608673095703,
9,7,398,0.0,386,,,,1.028529405593872
9,7,398,1.0,386,,,,1.1010608673095703
9,8,386,0.0,90,1.0778348445892334,1.0,1.156991958618164,
9,8,386,0.0,90,,,,1.0778348445892334
9,8,386,1.0,90,,,,1.156991958618164
10,1,285,0.0,199,0.6672313809394836,0.0,0.6672313809394836,
10,1,285,0.0,199,,,,0.6672313809394836
10,2,199,1.0,207,1.1050893068313599,1.0,1.1050893068313599,
10,2,199,0.0,207,,,,1.0357916355133057
10,2,199,1.0,207,,,,1.1050893068313599
10,3,207,1.0,146,1.0957962274551392,1.0,1.0957962274551392,
10,3,207,0.0,146,,,,1.026474952697754
10,3,207,1.0,146,,,,1.0957962274551392
10,4,146,1.0,147,1.0966218709945679,1.0,1.0966218709945679,
10,4,146,0.0,147,,,,1.0263035297393799
10,4,146,1.0,147,,,,1.0966218709945679
10,5,147,0.0,149,0.6660906672477722,0.0,0.6660906672477722,
10,5,147,0.0,149,,,,0.6660906672477722
10,6,149,0.0,225,0.6687563061714172,0.0,0.6687563061714172,
10,6,149,0.0,225,,,,0.6687563061714172
10,7,225,2.0,152,1.2960728406906128,1.0,1.421278715133667,
10,7,225,0.0,152,,,,1.326589584350586
10,7,225,1.0,152,,,,1.421278715133667
10,7,225,2.0,152,,,,1.2960728406906128
10,8,152,0.0,153,0.669261634349823,0.0,0.669261634349823,
10,8,152,0.0,153,,,,0.669261634349823
10,9,153,1.0,155,1.1055185794830322,1.0,1.1055185794830322,
10,9,153,0.0,155,,,,1.0344535112380981
10,9,153,1.0,155,,,,1.1055185794830322
11,1,281,1.0,21,1.1013773679733276,1.0,1.1013773679733276,
11,1,281,0.0,21,,,,1.0311553478240967
11,1,281,1.0,21,,,,1.1013773679733276
11,2,21,1.0,84,1.081616997718811,1.0,1.081616997718811,
11,2,21,0.0,84,,,,1.0112030506134033
11,2,21,1.0,84,,,,1.081616997718811
11,3,84,0.0,81,0.9977529048919678,1.0,1.0682146549224854,
11,3,84,0.0,81,,,,0.9977529048919678
11,3,84,1.0,81,,,,1.0682146549224854
11,4,81,0.0,117,0.6659107208251953,0.0,0.6659107208251953,
11,4,81,0.0,117,,,,0.6659107208251953
11,5,117,0.0,299,1.296783447265625,1.0,1.3841100931167603,
11,5,117,0.0,299,,,,1.296783447265625
11,5,117,1.0,299,,,,1.3841100931167603
11,5,117,2.0,299,,,,1.2656784057617188
11,6,299,0.0,383,0.6745229363441467,0.0,0.6745229363441467,
11,6,299,0.0,383,,,,0.6745229363441467
11,7,383,1.0,274,1.106440782546997,1.0,1.106440782546997,
11,7,383,0.0,274,,,,1.0263551473617554
11,7,383,1.0,274,,,,1.106440782546997
11,8,274,1.0,265,1.1044961214065552,1.0,1.1044961214065552,
11,8,274,0.0,265,,,,1.0301836729049683
11,8,274,1.0,265,,,,1.1044961214065552
12,1,234,1.0,377,1.0965509414672852,1.0,1.0965509414672852,
12,1,234,0.0,377,,,,1.0253942012786865
12,1,234,1.0,377,,,,1.0965509414672852
12,2,377,0.0,229,0.6669493913650513,0.0,0.6669493913650513,
12,2,377,0.0,229,,,,0.6669493913650513
12,3,229,1.0,197,1.0985302925109863,1.0,1.0985302925109863,
12,3,229,0.0,197,,,,1.0241882801055908
12,3,229,1.0,197,,,,1.0985302925109863
12,4,197,1.0,195,1.0979869365692139,1.0,1.0979869365692139,
12,4,197,0.0,195,,,,1.0233569145202637
12,4,197,1.0,195,,,,1.0979869365692139
12,5,195,1.0,194,1.1008353233337402,1.0,1.1008353233337402,
12,5,195,0.0,194,,,,1.0264101028442383
12,5,195,1.0,194,,,,1.1008353233337402
12,6,194,1.0,181,1.0946018695831299,1.0,1.0946018695831299,
12,6,194,0.0,181,,,,1.022331714630127
12,6,194,1.0,181,,,,1.0946018695831299
12,7,181,1.0,313,1.0988545417785645,1.0,1.0988545417785645,
12,7,181,0.0,313,,,,1.025139570236206
12,7,181,1.0,313,,,,1.0988545417785645
12,8,313,1.0,183,1.0932646989822388,1.0,1.0932646989822388,
12,8,313,0.0,183,,,,1.0229473114013672
12,8,313,1.0,183,,,,1.0932646989822388
12,9,183,1.0,180,1.0962376594543457,1.0,1.0962376594543457,
12,9,183,0.0,180,,,,1.025763988494873
12,9,183,1.0,180,,,,1.0962376594543457
12,10,180,2.0,418,1.2994143962860107,1.0,1.4008406400680542,
12,10,180,0.0,418,,,,1.3180222511291504
12,10,180,1.0,418,,,,1.4008406400680542
12,10,180,2.0,418,,,,1.2994143962860107
12,11,418,1.0,249,1.0956815481185913,1.0,1.0956815481185913,
12,11,418,0.0,249,,,,1.0266419649124146
12,11,418,1.0,249,,,,1.0956815481185913
12,12,249,1.0,165,1.0919708013534546,1.0,1.0919708013534546,
12,12,249,0.0,165,,,,1.0219600200653076
12,12,249,1.0,165,,,,1.0919708013534546
12,13,165,1.0,175,1.0944159030914307,1.0,1.0944159030914307,
12,13,165,0.0,175,,,,1.0219721794128418
12,13,165,1.0,175,,,,1.0944159030914307
12,14,175,0.0,160,0.6665332913398743,0.0,0.6665332913398743,
12,14,175,0.0,160,,,,0.6665332913398743
12,15,160,0.0,168,0.6653624176979065,0.0,0.6653624176979065,
12,15,160,0.0,168,,,,0.6653624176979065
12,16,168,1.0,167,1.0964666604995728,1.0,1.0964666604995728,
12,16,168,0.0,167,,,,1.0245075225830078
12,16,168,1.0,167,,,,1.0964666604995728
12,17,167,0.0,393,1.0483843088150024,1.0,1.11859130859375,
12,17,167,0.0,393,,,,1.0483843088150024
12,17,167,1.0,393,,,,1.11859130859375
13,1,391,0.0,345,1.2795472145080566,1.0,1.3701671361923218,
13,1,391,0.0,345,,,,1.2795472145080566
13,1,391,1.0,345,,,,1.3701671361923218
13,1,391,2.0,345,,,,1.2535749673843384
13,2,345,0.0,169,0.6828470230102539,0.0,0.6828470230102539,
13,2,345,0.0,169,,,,0.6828470230102539
13,3,169,1.0,375,1.11114501953125,1.0,1.11114501953125,
13,3,169,0.0,375,,,,1.0366363525390625
13,3,169,1.0,375,,,,1.11114501953125
13,4,375,1.0,157,1.090083122253418,1.0,1.090083122253418,
13,4,375,0.0,157,,,,1.0211139917373657
13,4,375,1.0,157,,,,1.090083122253418
13,5,157,0.0,158,1.0273256301879883,1.0,1.098434567451477,
13,5,157,0.0,158,,,,1.0273256301879883
13,5,157,1.0,158,,,,1.098434567451477
13,6,158,0.0,177,0.6799079775810242,0.0,0.6799079775810242,
13,6,158,0.0,177,,,,0.6799079775810242
13,7,177,0.0,178,0.6550856828689575,0.0,0.6550856828689575,
13,7,177,0.0,178,,,,0.6550856828689575
13,8,178,0.0,188,1.0327553749084473,1.0,1.1089003086090088,
13,8,178,0.0,188,,,,1.0327553749084473
13,8,178,1.0,188,,,,1.1089003086090088
13,9,188,1.0,189,1.0920579433441162,1.0,1.0920579433441162,
13,9,188,0.0,189,,,,1.0221333503723145
13,9,188,1.0,189,,,,1.0920579433441162
13,10,189,0.0,210,1.034118890762329,1.0,1.1056299209594727,
13,10,189,0.0,210,,,,1.034118890762329
13,10,189,1.0,210,,,,1.1056299209594727
13,11,210,1.0,201,1.0991986989974976,1.0,1.0991986989974976,
13,11,210,0.0,201,,,,1.0287237167358398
13,11,210,1.0,201,,,,1.0991986989974976
13,12,201,0.0,233,1.0250684022903442,1.0,1.0955092906951904,
13,12,201,0.0,233,,,,1.0250684022903442
13,12,201,1.0,233,,,,1.0955092906951904
13,13,233,1.0,243,1.0982141494750977,1.0,1.0982141494750977,
13,13,233,0.0,243,,,,1.0269219875335693
13,13,233,1.0,243,,,,1.0982141494750977
13,14,243,0.0,237,1.0341434478759766,1.0,1.1070955991744995,
13,14,243,0.0,237,,,,1.0341434478759766
13,14,243,1.0,237,,,,1.1070955991744995
13,15,237,0.0,239,1.0294997692108154,1.0,1.1011555194854736,
13,15,237,0.0,239,,,,1.0294997692108154
13,15,237,1.0,239,,,,1.1011555194854736
13,16,239,0.0,240,0.7347709536552429,0.0,0.7347709536552429,
13,16,239,0.0,240,,,,0.7347709536552429
14,1,346,1.0,170,1.1023309230804443,1.0,1.1023309230804443,
14,1,346,0.0,170,,,,1.0185869932174683
14,1,346,1.0,170,,,,1.1023309230804443
14,2,170,0.0,370,1.0303120613098145,1.0,1.1000456809997559,
14,2,170,0.0,370,,,,1.0303120613098145
14,2,170,1.0,370,,,,1.1000456809997559
14,3,370,0.0,169,0.6667697429656982,0.0,0.6667697429656982,
14,3,370,0.0,169,,,,0.6667697429656982
14,4,169,1.0,375,1.11046302318573,1.0,1.11046302318573,
14,4,169,0.0,375,,,,1.035498023033142
14,4,169,1.0,375,,,,1.11046302318573
14,5,375,1.0,157,1.0916839838027954,1.0,1.0916839838027954,
14,5,375,0.0,157,,,,1.022167682647705
14,5,375,1.0,157,,,,1.0916839838027954
14,6,157,0.0,158,1.027465581893921,1.0,1.098625659942627,
14,6,157,0.0,158,,,,1.027465581893921
14,6,157,1.0,158,,,,1.098625659942627
14,7,158,0.0,177,0.6771485209465027,0.0,0.6771485209465027,
14,7,158,0.0,177,,,,0.6771485209465027
14,8,177,0.0,178,0.6575220823287964,0.0,0.6575220823287964,
14,8,177,0.0,178,,,,0.6575220823287964
14,9,178,0.0,188,1.0325218439102173,1.0,1.1088826656341553,
14,9,178,0.0,188,,,,1.0325218439102173
14,9,178,1.0,188,,,,1.1088826656341553
14,10,188,1.0,189,1.0922404527664185,1.0,1.0922404527664185,
14,10,188,0.0,189,,,,1.022555947303772
14,10,188,1.0,189,,,,1.0922404527664185
14,11,189,0.0,210,1.0323796272277832,1.0,1.1039469242095947,
14,11,189,0.0,210,,,,1.0323796272277832
14,11,189,1.0,210,,,,1.1039469242095947
14,12,210,1.0,201,1.0989141464233398,1.0,1.0989141464233398,
14,12,210,0.0,201,,,,1.0286545753479004
14,12,210,1.0,201,,,,1.0989141464233398
14,13,201,0.0,233,1.0247026681900024,1.0,1.0954210758209229,
14,13,201,0.0,233,,,,1.0247026681900024
14,13,201,1.0,233,,,,1.0954210758209229
14,14,233,0.0,244,1.0224167108535767,1.0,1.0931090116500854,
14,14,233,0.0,244,,,,1.0224167108535767
14,14,233,1.0,244,,,,1.0931090116500854
14,15,244,0.0,34,0.6692090034484863,0.0,0.6692090034484863,
14,15,244,0.0,34,,,,0.6692090034484863
14,16,34,0.0,33,1.0267653465270996,1.0,1.0997726917266846,
14,16,34,0.0,33,,,,1.0267653465270996
14,16,34,1.0,33,,,,1.0997726917266846
14,17,33,0.0,31,1.025420069694519,1.0,1.0964899063110352,
14,17,33,0.0,31,,,,1.025420069694519
14,17,33,1.0,31,,,,1.0964899063110352
14,18,31,0.0,358,1.0260637998580933,1.0,1.096701979637146,
14,18,31,0.0,358,,,,1.0260637998580933
14,18,31,1.0,358,,,,1.096701979637146
14,19,358,1.0,39,1.1864430904388428,1.0,1.1864430904388428,
14,19,358,0.0,39,,,,1.110502004623413
14,19,358,1.0,39,,,,1.1864430904388428
14,20,39,1.0,74,1.0894567966461182,1.0,1.0894567966461182,
14,20,39,0.0,74,,,,1.0203089714050293
14,20,39,1.0,74,,,,1.0894567966461182
15,1,145,1.0,209,1.0057891607284546,1.0,1.0057891607284546,
15,1,145,0.0,209,,,,0.9438067674636841
15,1,145,1.0,209,,,,1.0057891607284546
15,2,209,0.0,190,1.0677722692489624,1.0,1.1406577825546265,
15,2,209,0.0,190,,,,1.0677722692489624
15,2,209,1.0,190,,,,1.1406577825546265
15,3,190,0.0,192,1.0220117568969727,1.0,1.091949701309204,
15,3,190,0.0,192,,,,1.0220117568969727
15,3,190,1.0,192,,,,1.091949701309204
15,4,192,0.0,182,1.019002914428711,1.0,1.0928380489349365,
15,4,192,0.0,182,,,,1.019002914428711
15,4,192,1.0,182,,,,1.0928380489349365
15,5,182,0.0,221,1.016693115234375,1.0,1.0920683145523071,
15,5,182,0.0,221,,,,1.016693115234375
15,5,182,1.0,221,,,,1.0920683145523071
16,1,401,0.0,284,1.0119130611419678,1.0,1.0825093984603882,
