shortest_distance,number_of_links,number_of_left_turn,number_of_right_turn,number_of_u_turn,freq_road_type_1,freq_road_type_2,freq_road_type_3,freq_road_type_4,freq_road_type_5,freq_road_type_6
0.0017812236117620273,-0.003214782970236905,0.0,0.0031122642600815813,0.0,0.0007800627356520894,-0.01721878661542523,0.001518579450293001,0.0,0.0,-0.006121693679541794
0.0015312509212572377,-0.002740324343750327,0.0,0.0032777565687057467,0.0,0.0005764072899779329,-0.014313237934693577,0.0015471397310595424,0.0,0.0,-0.005600359712258307
0.0013702528190137864,-0.0026558143693890517,0.0,0.0034543113165956783,0.0,0.0007675161831104285,-0.011384800463469251,0.0016895859521974766,0.0,0.0,-0.005743653616303472
0.0006868210785232937,-0.0018188736232364108,0.0,0.0011403581034600929,0.0,0.0007172262698215076,-0.010048966991992028,0.0014186368147803448,0.0,0.0,-0.006132981874791792
0.0004733522797629021,-0.001274207968012655,0.0,-0.0008985083592909735,0.0,0.0006199511718997404,-0.00633869638890961,0.0013435215836755826,0.0,0.0,-0.005902989962873571
0.0004415538624383957,-0.0009473170726695716,0.0,-0.0011983380233127677,0.0,0.0006775664652911307,-0.004091756361788229,0.001279024207571695,0.0,0.0,-0.0059128694270718435
-0.0008851533982821067,0.0,0.0,-0.0008765316616935947,0.0,0.0004963379155382373,-0.0021849049733592306,0.0009418745519716387,0.0,0.0,-0.00616855653585448
-0.0004229937133880281,0.0009471724925124269,0.0,-0.0010432074105125903,0.0,0.0007350470229086852,0.0007767093144279875,0.0012461647203887828,0.0,0.0,-0.005868320888750556
-0.0007855499661515832,0.0008020482897888775,0.0,-0.0009482173864144964,0.0,0.0007158459664014958,0.0029301150692874105,0.0012892877065801356,0.0,0.0,-0.0059492736498613285
-0.0014438631666885851,0.0010689036968781545,0.0,-0.003280731068816315,0.0,0.000620183999726576,0.005156291670706258,0.001204933476112076,0.0,0.0,-0.006089196632729405
-0.0022653914982249733,0.0008590534684498703,0.0,-0.003348901257255543,0.0,0.0006584045920423682,0.007091382925528057,0.0010610038618290476,0.0,0.0,-0.006232523415033049
-0.0028690024095064863,0.0011229868775642115,0.0,-0.00557697567839196,0.0,0.0006688717467418404,0.008988430647476404,0.0010924614206697287,0.0,0.0,-0.006237436977772605
-0.003216281858499155,0.0014107980572819455,0.0,-0.005526994041607201,0.0,0.0006331307427297515,0.011335430607577711,0.0009043929574618117,0.0,0.0,-0.006337841928933397
-0.0038653832819733423,0.0016065339282681356,0.0,-0.007866888624408479,0.0,0.000707274949305628,0.013469799611183489,0.0008478892428338486,0.0,0.0,-0.006329876803034231
-0.0044564986039715955,0.0018599219262185366,0.0,-0.007893676818514701,0.0,0.0006640062959759286,0.015590500195707763,0.0007635914551973499,0.0,0.0,-0.006612470961974014
-0.005613675869522744,0.0020417721038758076,0.0,-0.008229411559784551,0.0,0.0006825356834144477,0.01724954406350821,0.0007852432646030921,0.0,0.0,-0.006440108197004999
0.0018562014204460422,-0.0030892802199584215,0.0,0.003122627693224331,0.0,0.0007125803332253846,-0.01722387144106604,0.0016454645737484436,0.0,0.0,-0.005732570147112184
0.0015287265138341798,-0.0028891444695800456,0.0,0.003155188116696689,0.0,0.0006165288812138936,-0.013989852521050894,0.0015120839274682229,0.0,0.0,-0.00579388672091973
0.0012048324140477842,-0.0026198553585957646,0.0,0.003155839066282937,0.0,0.0007496971265095818,-0.011564326690154251,0.0016806347340896936,0.0,0.0,-0.005921014067329821
0.0005937891281936383,-0.001783347989326133,0.0,0.0010779891698096695,0.0,0.0006854128362732413,-0.010118383001891619,0.0011515111562220572,0.0,0.0,-0.0059862665602106605
