u,v,key,osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,width
100950217,100950204,0,11348314,residential,,False,False,86.72,"LINESTRING (153.0469619 -27.4651442, 153.047573 -27.4656048, 153.0476318 -27.4656491)",Charles Street,,,
100950217,100950178,0,11348314,residential,,False,True,74.68199999999999,"LINESTRING (153.0469619 -27.4651442, 153.0464506 -27.4647561, 153.0463867 -27.4647076)",Charles Street,,,
100950217,303071936,0,11348317,residential,,False,True,43.824,"LINESTRING (153.0469619 -27.4651442, 153.0469095 -27.4651989, 153.0466741 -27.4654444)",Cross Street,,,
100950222,100950130,0,11348319,residential,,False,False,203.304,"LINESTRING (153.048781 -27.4661373, 153.0493363 -27.4655606, 153.050069 -27.4647998, 153.0501282 -27.4647549)",Welsby Street,50,,
100950222,100927910,0,11348319,residential,,False,True,256.783,"LINESTRING (153.048781 -27.4661373, 153.0480375 -27.4668969, 153.0475084 -27.4674385, 153.0471294 -27.4678213, 153.0471107 -27.4678402, 153.0470724 -27.4678793)",Welsby Street,50,,
100950222,100950225,0,11348320,residential,,False,False,119.531,"LINESTRING (153.048781 -27.4661373, 153.0488455 -27.4661871, 153.0496951 -27.4668428)",Alford Street,,,
100950222,100950223,0,11348320,residential,,False,True,121.095,"LINESTRING (153.048781 -27.4661373, 153.0487089 -27.4660814, 153.0479215 -27.4654719, 153.0478562 -27.4654213)",Alford Street,,,
100950223,100950204,0,11348318,tertiary,,False,False,33.642,"LINESTRING (153.0478562 -27.4654213, 153.0476318 -27.4656491)",Merthyr Road,50,,
100950223,100950200,0,11348318,tertiary,,False,True,46.952,"LINESTRING (153.0478562 -27.4654213, 153.0481689 -27.465103)",Merthyr Road,50,,
100950223,100950222,0,11348320,residential,,False,False,121.095,"LINESTRING (153.0478562 -27.4654213, 153.0479215 -27.4654719, 153.0487089 -27.4660814, 153.048781 -27.4661373)",Alford Street,,,
100950225,100950222,0,11348320,residential,,False,True,119.531,"LINESTRING (153.0496951 -27.4668428, 153.0488455 -27.4661871, 153.048781 -27.4661373)",Alford Street,,,
100950225,100927938,0,11348321,residential,,False,False,251.274,"LINESTRING (153.0496951 -27.4668428, 153.0496512 -27.4668843, 153.0495937 -27.4669455, 153.0495672 -27.4670111, 153.0495047 -27.4670631, 153.0491254 -27.4674317, 153.0490641 -27.4674955, 153.0485258 -27.4680559, 153.0481787 -27.4684131, 153.0480966 -27.468494, 153.0480859 -27.4685062, 153.0480595 -27.4685362, 153.0480406 -27.4685536)",Sydney Street,50,,
100950225,318625627,0,11348321,residential,,False,True,194.696,"LINESTRING (153.0496951 -27.4668428, 153.0497383 -27.4668037, 153.0498209 -27.4667509, 153.0499008 -27.4666611, 153.0502512 -27.466296, 153.050996 -27.4655921, 153.051028 -27.4655554)",Sydney Street,50,,
100960142,100950140,0,13860917,residential,,False,True,147.195,"LINESTRING (153.0506487 -27.4675204, 153.051634 -27.4665264)",Dixon Street,,,
130077597,100950148,0,41519542,tertiary,,False,False,67.429,"LINESTRING (153.0528101 -27.4674554, 153.0533472 -27.4678304)",Lamington Street,,,
130077597,100950144,0,41519542,tertiary,,False,True,85.88,"LINESTRING (153.0528101 -27.4674554, 153.0521602 -27.4669416)",Lamington Street,,,
130077597,3798145737,0,13860887,residential,,True,False,57.19199999999999,"LINESTRING (153.0528101 -27.4674554, 153.0526017 -27.4676583, 153.0524989 -27.4677526, 153.0524365 -27.4677895, 153.0523891 -27.4677876)",Hopetoun Way,,,
130087805,100928410,0,11346464,tertiary,,False,False,26.013,"LINESTRING (153.0435867 -27.4697927, 153.0434143 -27.4699697)",Merthyr Road,50,,
130087805,100928385,0,11346464,tertiary,,False,True,53.019,"LINESTRING (153.0435867 -27.4697927, 153.0439362 -27.4694305)",Merthyr Road,50,,
130087805,130087812,0,13861126,residential,,False,False,77.044,"LINESTRING (153.0435867 -27.4697927, 153.0436329 -27.4698283, 153.0436535 -27.4698441, 153.0441779 -27.4702454)",Reginald Street,50,,
130087812,130087805,0,13861126,residential,,False,True,77.04400000000001,"LINESTRING (153.0441779 -27.4702454, 153.0436535 -27.4698441, 153.0436329 -27.4698283, 153.0435867 -27.4697927)",Reginald Street,50,,
170851355,170851357,0,11348318,tertiary,,False,True,34.79,"LINESTRING (153.0498772 -27.463357, 153.050107 -27.4631197)",Merthyr Road,50,,
170851355,26336327,0,27600520,residential,,False,True,159.956,"LINESTRING (153.0498772 -27.463357, 153.0486631 -27.4624037)",Hawthorne Street,,,
170851355,100950129,0,11348318,tertiary,,False,False,100.833,"LINESTRING (153.0498772 -27.463357, 153.0492657 -27.4639831, 153.0492079 -27.4640423)",Merthyr Road,50,,
170851357,170851355,0,11348318,tertiary,,False,False,34.79,"LINESTRING (153.050107 -27.4631197, 153.0498772 -27.463357)",Merthyr Road,50,,
170851357,100950130,0,"[16555874, 11348319]",residential,,False,True,224.223,"LINESTRING (153.050107 -27.4631197, 153.0501745 -27.4631824, 153.0504269 -27.4634169, 153.0504711 -27.4634561, 153.0505214 -27.4635007, 153.0507299 -27.4639696, 153.0507505 -27.4640401, 153.0507376 -27.4640966, 153.0507278 -27.4641136, 153.050715 -27.4641284, 153.0506749 -27.464175, 153.0501282 -27.4647549)","['Welsby Street', 'Gray Street']",50,,
170851357,170851484,0,16556088,tertiary,,False,True,37.979,"LINESTRING (153.050107 -27.4631197, 153.0502236 -27.4629929, 153.0502494 -27.4629349, 153.0502655 -27.4628778, 153.0502621 -27.4628212)",Merthyr Road,,,
170851484,778867198,0,16555724,residential,,False,False,53.3,"LINESTRING (153.0502621 -27.4628212, 153.0503274 -27.4628156, 153.050366 -27.4628123, 153.0503962 -27.4628052, 153.0504437 -27.4627809, 153.0506755 -27.4625485)",Riverview Court,,,
170851484,170851357,0,16556088,tertiary,,False,False,37.979,"LINESTRING (153.0502621 -27.4628212, 153.0502655 -27.4628778, 153.0502494 -27.4629349, 153.0502236 -27.4629929, 153.050107 -27.4631197)",Merthyr Road,,,
170851484,170856227,0,16556088,tertiary,,False,True,61.686,"LINESTRING (153.0502621 -27.4628212, 153.0502562 -27.4627591, 153.0502489 -27.4626571, 153.050224 -27.4622675)",Merthyr Road,,,
170856227,170851484,0,16556088,tertiary,,False,False,61.686,"LINESTRING (153.050224 -27.4622675, 153.0502489 -27.4626571, 153.0502562 -27.4627591, 153.0502621 -27.4628212)",Merthyr Road,,,
170856227,200799161,0,19325262,residential,,False,False,110.24799999999999,"LINESTRING (153.050224 -27.4622675, 153.0501471 -27.4622701, 153.0501324 -27.4622706, 153.0501208 -27.462271, 153.0500839 -27.4622722, 153.0500014 -27.462252, 153.049337 -27.4617244)",Kingsholme Street,50,,
170856227,201313808,0,28977081,tertiary,,False,False,157.172,"LINESTRING (153.050224 -27.4622675, 153.05013 -27.460985, 153.0501287 -27.4609678, 153.0501268 -27.4609416, 153.0501206 -27.460857)",Macquarie Street,50,,
170856232,201289579,0,"[19361176, 19362906]",residential,,False,False,277.852,"LINESTRING (153.0501088 -27.4590301, 153.0500339 -27.4590292, 153.0500173 -27.459029, 153.0495483 -27.4590234, 153.0493373 -27.4590144, 153.0492302 -27.4589888, 153.0487373 -27.4588142, 153.0486734 -27.4588029, 153.0479626 -27.4589817, 153.0477461 -27.4590341, 153.047389 -27.4591334)",Beeston Street,,,
170856232,201313808,0,28977081,tertiary,,False,True,203.187,"LINESTRING (153.0501088 -27.4590301, 153.050108 -27.459091, 153.0501074 -27.459138, 153.0501074 -27.4591529, 153.0501074 -27.4591782, 153.0501081 -27.460678, 153.0501124 -27.4607738, 153.0501194 -27.4608463, 153.0501206 -27.460857)",Macquarie Street,50,,
200760369,318625512,0,28977069,residential,,False,True,63.231,"LINESTRING (153.0452102 -27.4577619, 153.0447261 -27.4573893)",Chester Street,,,
200760369,26336329,0,"[19677443, 28977069]",residential,,False,"[False, True]",57.808,"LINESTRING (153.0452102 -27.4577619, 153.0455016 -27.4579925, 153.0455093 -27.4579986, 153.0455308 -27.4580225, 153.0455439 -27.4580511, 153.0455395 -27.4580757, 153.0455299 -27.4581004, 153.0454914 -27.4581393)","['Chester Street', 'Gibbon Street']",,,
200762420,26336329,0,19321599,residential,,False,True,32.312,"LINESTRING (153.045738 -27.4583305, 153.0454914 -27.4581393)",Little Chester Street,,,
200762420,201214373,0,19357817,residential,,False,False,73.603,"LINESTRING (153.045738 -27.4583305, 153.046233 -27.4578353)",Ellis Street,,,
200762420,318624938,0,19321599,residential,,False,False,124.098,"LINESTRING (153.045738 -27.4583305, 153.0459717 -27.4585033, 153.0463061 -27.4587507, 153.0464497 -27.4588536, 153.0467784 -27.4588032)",Little Chester Street,,,
200798028,303071985,0,27600510,tertiary,roundabout,True,False,12.347000000000001,"LINESTRING (153.0466535 -27.4620392, 153.0466723 -27.4620246, 153.0466953 -27.4620158, 153.0467202 -27.4620138, 153.0467447 -27.4620187, 153.0467662 -27.46203)",,,,
200798028,26336320,0,28977079,tertiary,,False,True,117.87899999999999,"LINESTRING (153.0466535 -27.4620392, 153.046603 -27.4619993, 153.0459356 -27.461471, 153.0457587 -27.4613368)",James Street,,,
200798029,200802216,0,27600510,tertiary,roundabout,True,False,12.994,"LINESTRING (153.0467752 -27.4621321, 153.0467547 -27.4621468, 153.04673 -27.4621549, 153.0467037 -27.4621554, 153.0466786 -27.4621483, 153.0466574 -27.4621344)",,,,
200798029,26336326,0,27600522,tertiary,,False,False,159.62400000000002,"LINESTRING (153.0467752 -27.4621321, 153.0468123 -27.4621613, 153.0478998 -27.4630189, 153.0479845 -27.4630857)",James Street,,,
200798413,26336338,0,19325206,residential,,False,True,79.141,"LINESTRING (153.046953 -27.4601152, 153.0464322 -27.4606565)",Annie Street,,,
200798413,201283568,0,19363597,residential,,True,False,19.412999999999997,"LINESTRING (153.046953 -27.4601152, 153.046994 -27.460033, 153.0469942 -27.4599483)",Annie Street,,,
200799161,26336327,0,11348309,residential,,False,False,100.63,"LINESTRING (153.049337 -27.4617244, 153.0486631 -27.4624037)",Villiers Street,,,
200799161,200799162,0,19325262,residential,,False,False,27.063,"LINESTRING (153.049337 -27.4617244, 153.0491317 -27.461563)",Kingsholme Street,50,,
200799161,170856227,0,19325262,residential,,False,True,110.24799999999999,"LINESTRING (153.049337 -27.4617244, 153.0500014 -27.462252, 153.0500839 -27.4622722, 153.0501208 -27.462271, 153.0501324 -27.4622706, 153.0501471 -27.4622701, 153.050224 -27.4622675)",Kingsholme Street,50,,
200799162,200799166,0,19325262,residential,,False,False,88.215,"LINESTRING (153.0491317 -27.461563, 153.048455 -27.4610445)",Kingsholme Street,50,,
200799162,200799161,0,19325262,residential,,False,True,27.063,"LINESTRING (153.0491317 -27.461563, 153.049337 -27.4617244)",Kingsholme Street,50,,
200799162,201287031,0,19362775,residential,,False,False,70.812,"LINESTRING (153.0491317 -27.461563, 153.0491743 -27.4615224, 153.0491915 -27.4615004, 153.0492004 -27.4614722, 153.0491639 -27.4609479)",Tilbrook Street,,,
200799166,200799170,0,19325262,residential,,False,False,53.138,"LINESTRING (153.048455 -27.4610445, 153.0480418 -27.460738)",Kingsholme Street,50,,
200799166,200799162,0,19325262,residential,,False,True,88.215,"LINESTRING (153.048455 -27.4610445, 153.0491317 -27.461563)",Kingsholme Street,50,,
200799166,201287031,0,19364510,residential,,False,False,71.51,"LINESTRING (153.048455 -27.4610445, 153.0485649 -27.4609993, 153.0486605 -27.4609756, 153.0491639 -27.4609479)",Hastings Street,,,
200799170,200799171,0,19325262,residential,,False,False,31.13,"LINESTRING (153.0480418 -27.460738, 153.0478012 -27.4605569)",Kingsholme Street,50,,
200799170,200799166,0,19325262,residential,,False,True,53.138,"LINESTRING (153.0480418 -27.460738, 153.048455 -27.4610445)",Kingsholme Street,50,,
200799170,26336340,0,19362636,residential,,False,True,97.684,"LINESTRING (153.0480418 -27.460738, 153.0473911 -27.4614001)",Browne Street,,,
200799171,201283573,0,19325262,residential,,False,False,66.105,"LINESTRING (153.0478012 -27.4605569, 153.0473139 -27.4601489)",Kingsholme Street,50,,
200799171,200799170,0,19325262,residential,,False,True,31.13,"LINESTRING (153.0478012 -27.4605569, 153.0480418 -27.460738)",Kingsholme Street,50,,
200799171,203237971,0,19569406,residential,,False,False,61.367999999999995,"LINESTRING (153.0478012 -27.4605569, 153.0479297 -27.4605753, 153.0482997 -27.4608628)",Kingsholme Street,,,
200802216,200798028,0,27600510,tertiary,roundabout,True,False,11.564,"LINESTRING (153.0466574 -27.4621344, 153.0466437 -27.4621175, 153.0466362 -27.4620979, 153.0466353 -27.4620771, 153.0466412 -27.462057, 153.0466535 -27.4620392)",,,,
200802216,100950120,0,27600523,residential,,False,False,113.138,"LINESTRING (153.0466574 -27.4621344, 153.0466114 -27.4621819, 153.0459102 -27.4629062)",Browne Street,,,
201214373,200762420,0,19357817,residential,,False,True,73.603,"LINESTRING (153.046233 -27.4578353, 153.045738 -27.4583305)",Ellis Street,,,
201214373,201273130,0,19359685,residential,,False,True,21.58,"LINESTRING (153.046233 -27.4578353, 153.046396 -27.4579647)",Ellis Street,,,
201214373,6654284506,0,"[1065761872, 19359685]",residential,,False,False,43.62499999999999,"LINESTRING (153.046233 -27.4578353, 153.0460472 -27.4576915, 153.0459678 -27.4577658, 153.0459439 -27.4577741, 153.0459209 -27.4577756, 153.0458917 -27.4577652)",Ellis Street,,,3
201273130,201214373,0,19359685,residential,,False,False,21.58,"LINESTRING (153.046396 -27.4579647, 153.046233 -27.4578353)",Ellis Street,,,
201283568,26336349,0,131486593,residential,,True,False,79.90899999999999,"LINESTRING (153.0469942 -27.4599483, 153.0467367 -27.459735, 153.0465993 -27.4596513, 153.0464277 -27.4595751, 153.0463305 -27.4595581)",Kingsholme Street,50,,
201283569,201283568,0,19363092,residential,,True,False,17.958,"LINESTRING (153.0471229 -27.4600625, 153.0469942 -27.4599483)",Kingsholme Street,,,
201283569,200798413,0,19363615,residential,,True,False,17.759999999999998,"LINESTRING (153.0471229 -27.4600625, 153.0470456 -27.4600854, 153.046953 -27.4601152)",Annie Street,,,
201283573,200799171,0,19325262,residential,,False,True,66.105,"LINESTRING (153.0473139 -27.4601489, 153.0478012 -27.4605569)",Kingsholme Street,50,,
201283573,201283569,0,19363092,residential,,True,False,22.096,"LINESTRING (153.0473139 -27.4601489, 153.0472342 -27.4601436, 153.0471229 -27.4600625)",Kingsholme Street,,,
201283573,201287031,0,"[19364908, 19364510]",residential,,False,True,328.40500000000003,"LINESTRING (153.0473139 -27.4601489, 153.0473675 -27.4600909, 153.0479756 -27.4599128, 153.0480369 -27.4599281, 153.0482804 -27.4600772, 153.0483532 -27.4600953, 153.0492429 -27.4600549, 153.0493116 -27.4600701, 153.0493373 -27.4601311, 153.04942 -27.4608815, 153.0494013 -27.4609125, 153.0493473 -27.4609351, 153.0492977 -27.4609428, 153.0491639 -27.4609479)","['Crase Street', 'Hastings Street']",,,
201287031,200799162,0,19362775,residential,,False,True,70.81200000000001,"LINESTRING (153.0491639 -27.4609479, 153.0492004 -27.4614722, 153.0491915 -27.4615004, 153.0491743 -27.4615224, 153.0491317 -27.461563)",Tilbrook Street,,,
201287031,201283573,0,"[19364908, 19364510]",residential,,False,False,328.405,"LINESTRING (153.0491639 -27.4609479, 153.0492977 -27.4609428, 153.0493473 -27.4609351, 153.0494013 -27.4609125, 153.04942 -27.4608815, 153.0493373 -27.4601311, 153.0493116 -27.4600701, 153.0492429 -27.4600549, 153.0483532 -27.4600953, 153.0482804 -27.4600772, 153.0480369 -27.4599281, 153.0479756 -27.4599128, 153.0473675 -27.4600909, 153.0473139 -27.4601489)","['Crase Street', 'Hastings Street']",,,
201287031,200799166,0,19364510,residential,,False,True,71.51,"LINESTRING (153.0491639 -27.4609479, 153.0486605 -27.4609756, 153.0485649 -27.4609993, 153.048455 -27.4610445)",Hastings Street,,,
201289579,203237869,0,19362906,residential,,False,False,36.234,"LINESTRING (153.047389 -27.4591334, 153.0472253 -27.4591825, 153.0470398 -27.4592342)",Beeston Street,,,
201289579,203237869,1,19569392,residential,,False,False,51.821000000000005,"LINESTRING (153.047389 -27.4591334, 153.0474233 -27.4592095, 153.0473976 -27.4592476, 153.0472173 -27.4593009, 153.0470398 -27.4592342)",,,,
201289579,170856232,0,"[19361176, 19362906]",residential,,False,True,277.85200000000003,"LINESTRING (153.047389 -27.4591334, 153.0477461 -27.4590341, 153.0479626 -27.4589817, 153.0486734 -27.4588029, 153.0487373 -27.4588142, 153.0492302 -27.4589888, 153.0493373 -27.4590144, 153.0495483 -27.4590234, 153.0500173 -27.459029, 153.0500339 -27.4590292, 153.0501088 -27.4590301)",Beeston Street,,,
201294786,26336349,0,28977070,residential,,False,False,4.791,"LINESTRING (153.0463427 -27.4595164, 153.0463305 -27.4595581)",Beeston Street,,,
201294786,201283573,0,19569305,residential,,True,False,126.37800000000001,"LINESTRING (153.0463427 -27.4595164, 153.0465392 -27.4595218, 153.0466165 -27.4595294, 153.0466937 -27.4595599, 153.0472984 -27.460078, 153.0473139 -27.4601489)",Kingsholme Street,50,,
201294786,203237869,0,28977070,residential,,False,True,78.25999999999999,"LINESTRING (153.0463427 -27.4595164, 153.0463648 -27.4594703, 153.0463936 -27.4594353, 153.0464346 -27.4594111, 153.0467175 -27.4593119, 153.0468568 -27.4592705, 153.0470398 -27.4592342)",Beeston Street,,,
201313805,201313808,0,19569423,residential,,False,False,43.785999999999994,"LINESTRING (153.0496793 -27.4608983, 153.0500192 -27.4608646, 153.050051 -27.4608615, 153.0501206 -27.460857)",Hastings Street,,,
201313808,201313805,0,19569423,residential,,False,True,43.786,"LINESTRING (153.0501206 -27.460857, 153.050051 -27.4608615, 153.0500192 -27.4608646, 153.0496793 -27.4608983)",Hastings Street,,,
201313808,170856232,0,28977081,tertiary,,False,False,203.187,"LINESTRING (153.0501206 -27.460857, 153.0501194 -27.4608463, 153.0501124 -27.4607738, 153.0501081 -27.460678, 153.0501074 -27.4591782, 153.0501074 -27.4591529, 153.0501074 -27.459138, 153.050108 -27.459091, 153.0501088 -27.4590301)",Macquarie Street,50,,
201313808,170856227,0,28977081,tertiary,,False,True,157.172,"LINESTRING (153.0501206 -27.460857, 153.0501268 -27.4609416, 153.0501287 -27.4609678, 153.05013 -27.460985, 153.050224 -27.4622675)",Macquarie Street,50,,
203237869,201289579,0,19362906,residential,,False,True,36.234,"LINESTRING (153.0470398 -27.4592342, 153.0472253 -27.4591825, 153.047389 -27.4591334)",Beeston Street,,,
203237869,201289579,1,19569392,residential,,False,True,51.821,"LINESTRING (153.0470398 -27.4592342, 153.0472173 -27.4593009, 153.0473976 -27.4592476, 153.0474233 -27.4592095, 153.047389 -27.4591334)",,,,
203237869,201294786,0,28977070,residential,,False,False,78.25999999999999,"LINESTRING (153.0470398 -27.4592342, 153.0468568 -27.4592705, 153.0467175 -27.4593119, 153.0464346 -27.4594111, 153.0463936 -27.4594353, 153.0463648 -27.4594703, 153.0463427 -27.4595164)",Beeston Street,,,
203237971,200799171,0,19569406,residential,,False,True,61.367999999999995,"LINESTRING (153.0482997 -27.4608628, 153.0479297 -27.4605753, 153.0478012 -27.4605569)",Kingsholme Street,,,
228462766,2358200533,0,27600523,residential,,False,False,127.747,"LINESTRING (153.0448224 -27.4639865, 153.0439734 -27.4648539)",Browne Street,,,
228462766,100950120,0,27600523,residential,,False,True,161.086,"LINESTRING (153.0448224 -27.4639865, 153.0459102 -27.4629062)",Browne Street,,,
228462766,228464712,0,21241033,residential,,False,False,163.88299999999998,"LINESTRING (153.0448224 -27.4639865, 153.0448945 -27.4640387, 153.0449214 -27.4640582, 153.0452856 -27.4643422, 153.0452929 -27.4643862, 153.0446367 -27.4650537)",Wynberg Lane,,,
228463674,2358200533,0,21240973,residential,,False,True,42.421,"LINESTRING (153.0442968 -27.4651053, 153.0440383 -27.4649043, 153.0439734 -27.4648539)",Beattie Lane,,,
228464712,228462766,0,21241033,residential,,False,True,163.883,"LINESTRING (153.0446367 -27.4650537, 153.0452929 -27.4643862, 153.0452856 -27.4643422, 153.0449214 -27.4640582, 153.0448945 -27.4640387, 153.0448224 -27.4639865)",Wynberg Lane,,,
303071803,303071806,0,27600511,residential,,False,False,56.483,"LINESTRING (153.0414335 -27.4614947, 153.0418655 -27.461828)",Lloyd Street,,,
303071806,26336315,0,8028134,residential,,False,False,64.581,"LINESTRING (153.0418655 -27.461828, 153.0423006 -27.4613941)",Terrace Street,,,
303071806,303071989,0,8028134,residential,,False,True,115.223,"LINESTRING (153.0418655 -27.461828, 153.0410931 -27.4626052)",Terrace Street,,,
303071806,303071803,0,27600511,residential,,False,True,56.483,"LINESTRING (153.0418655 -27.461828, 153.0414335 -27.4614947)",Lloyd Street,,,
303071806,303071807,0,27600517,residential,,False,False,57.948,"LINESTRING (153.0418655 -27.461828, 153.042305 -27.4621737)",Lime Street,,,
303071807,303071806,0,27600517,residential,,False,True,57.948,"LINESTRING (153.042305 -27.4621737, 153.0418655 -27.461828)",Lime Street,,,
303071808,303071989,0,27600504,residential,,False,False,54.687000000000005,"LINESTRING (153.0406785 -27.4622788, 153.0408637 -27.4624246, 153.0409798 -27.462516, 153.0410931 -27.4626052)",,,,
303071936,100950212,0,11348317,residential,,False,True,82.292,"LINESTRING (153.0466741 -27.4654444, 153.0461301 -27.4660054)",Cross Street,,,
303071936,303071943,0,27600514,residential,,False,False,86.316,"LINESTRING (153.0466741 -27.4654444, 153.0473283 -27.4659598)",Gertrude Street,,,
303071936,100950217,0,11348317,residential,,False,False,43.824,"LINESTRING (153.0466741 -27.4654444, 153.0469095 -27.4651989, 153.0469619 -27.4651442)",Cross Street,,,
303071943,100950204,0,11348318,tertiary,,False,True,45.719,"LINESTRING (153.0473283 -27.4659598, 153.0476318 -27.4656491)",Merthyr Road,50,,
303071943,303071936,0,27600514,residential,,False,True,86.316,"LINESTRING (153.0473283 -27.4659598, 153.0466741 -27.4654444)",Gertrude Street,,,
303071943,100950209,0,11348318,tertiary,,False,False,82.393,"LINESTRING (153.0473283 -27.4659598, 153.0470989 -27.4661902, 153.0467786 -27.4665176)",Merthyr Road,50,,
303071985,26336340,0,27600521,residential,,False,False,93.313,"LINESTRING (153.0467662 -27.46203, 153.0473911 -27.4614001)",Browne Street,,,
303071985,200798029,0,27600510,tertiary,roundabout,True,False,12.655000000000001,"LINESTRING (153.0467662 -27.46203, 153.0467831 -27.4620471, 153.0467931 -27.4620681, 153.0467951 -27.4620908, 153.0467889 -27.4621129, 153.0467752 -27.4621321)",,,,
303071989,303071806,0,8028134,residential,,False,False,115.223,"LINESTRING (153.0410931 -27.4626052, 153.0418655 -27.461828)",Terrace Street,,,
303071989,26336292,0,8028134,residential,,False,True,53.163,"LINESTRING (153.0410931 -27.4626052, 153.0409046 -27.4628013, 153.0408648 -27.4628511, 153.0408348 -27.4628867, 153.040802 -27.462921, 153.0407914 -27.4629321, 153.0407515 -27.4629746)",Terrace Street,,,
303071989,303071808,0,27600504,residential,,False,True,54.687,"LINESTRING (153.0410931 -27.4626052, 153.0409798 -27.462516, 153.0408637 -27.4624246, 153.0406785 -27.4622788)",,,,
303299369,499943083,0,11346450,residential,,False,False,102.735,"LINESTRING (153.0427495 -27.4670363, 153.0420778 -27.4677423)",Langshaw Street,50,,
303299369,100928202,0,11346450,residential,,False,True,73.646,"LINESTRING (153.0427495 -27.4670363, 153.0430759 -27.4667103, 153.0431695 -27.4666167, 153.0432048 -27.4665814, 153.0432444 -27.4665405)",Langshaw Street,50,,
303299369,303299809,0,27619744,residential,,False,True,60.721999999999994,"LINESTRING (153.0427495 -27.4670363, 153.0426872 -27.4669877, 153.0422874 -27.4666756)",Gilbey Lane,,,
303299545,303299809,0,27619744,residential,,False,False,55.57,"LINESTRING (153.0418747 -27.4663355, 153.0422874 -27.4666756)",Gilbey Lane,,,
303299545,499943068,0,27619744,residential,,False,True,75.277,"LINESTRING (153.0418747 -27.4663355, 153.0413738 -27.4659361, 153.0413072 -27.465883)",Gilbey Lane,,,
303299545,499943491,0,27619773,residential,,False,False,112.48700000000001,"LINESTRING (153.0418747 -27.4663355, 153.041576 -27.4666455, 153.041206 -27.4670294, 153.0411338 -27.4671044)",Locke Street,,,
303299809,303299545,0,27619744,residential,,False,True,55.57,"LINESTRING (153.0422874 -27.4666756, 153.0418747 -27.4663355)",Gilbey Lane,,,
303299809,303299369,0,27619744,residential,,False,False,60.721999999999994,"LINESTRING (153.0422874 -27.4666756, 153.0426872 -27.4669877, 153.0427495 -27.4670363)",Gilbey Lane,,,
303299809,499943083,0,27619807,residential,,False,True,162.143,"LINESTRING (153.0422874 -27.4666756, 153.0422272 -27.4667375, 153.0416262 -27.4673918, 153.0420059 -27.4676865, 153.0420778 -27.4677423)",Bowman Lane,,,
318624938,200762420,0,19321599,residential,,False,True,124.098,"LINESTRING (153.0467784 -27.4588032, 153.0464497 -27.4588536, 153.0463061 -27.4587507, 153.0459717 -27.4585033, 153.045738 -27.4583305)",Little Chester Street,,,
318625191,318625624,0,28977051,tertiary,roundabout,True,False,10.167,"LINESTRING (153.0511544 -27.4654835, 153.0511583 -27.4655061, 153.0511537 -27.4655286, 153.051141 -27.4655485, 153.0511217 -27.4655636)",,,,
318625511,318625512,0,1011001579,tertiary,roundabout,True,False,12.646,"LINESTRING (153.0447048 -27.4572913, 153.0447356 -27.457319, 153.0447423 -27.4573367, 153.0447429 -27.4573554, 153.0447373 -27.4573735, 153.0447261 -27.4573893)",Kent Street,,,
318625512,200760369,0,28977069,residential,,False,False,63.231,"LINESTRING (153.0447261 -27.4573893, 153.0452102 -27.4577619)",Chester Street,,,
318625512,318625515,0,28977067,tertiary,roundabout,True,False,12.862,"LINESTRING (153.0447261 -27.4573893, 153.04471 -27.4574017, 153.0446905 -27.4574094, 153.0446693 -27.4574116, 153.0446483 -27.4574083, 153.0446124 -27.4573842)",Kent Street,,,
318625515,318625526,0,28977067,tertiary,roundabout,True,False,9.600999999999999,"LINESTRING (153.0446124 -27.4573842, 153.0446021 -27.4573646, 153.0445998 -27.4573431, 153.0446057 -27.4573222, 153.0446191 -27.4573042)",Kent Street,,,
318625515,363426148,0,32297846,tertiary,,False,True,247.26500000000001,"LINESTRING (153.0446124 -27.4573842, 153.0445445 -27.4574505, 153.0430129 -27.4590079, 153.0429635 -27.4590587)",Kent Street,,,
318625526,318625511,0,1011001579,tertiary,roundabout,True,False,9.164,"LINESTRING (153.0446191 -27.4573042, 153.0446375 -27.4572917, 153.0446595 -27.457285, 153.0446827 -27.4572849, 153.0447048 -27.4572913)",Kent Street,,,
318625624,318625627,0,28977051,tertiary,roundabout,True,False,9.936,"LINESTRING (153.0511217 -27.4655636, 153.0510984 -27.4655721, 153.0510733 -27.4655735, 153.051049 -27.4655678, 153.051028 -27.4655554)",,,,
318625624,100950140,0,28977082,tertiary,,False,False,121.32499999999999,"LINESTRING (153.0511217 -27.4655636, 153.0514035 -27.4663353, 153.051634 -27.4665264)",Lamington Street,,,
318625627,100950225,0,11348321,residential,,False,False,194.696,"LINESTRING (153.051028 -27.4655554, 153.050996 -27.4655921, 153.0502512 -27.466296, 153.0499008 -27.4666611, 153.0498209 -27.4667509, 153.0497383 -27.4668037, 153.0496951 -27.4668428)",Sydney Street,50,,
318625627,318625631,0,28977051,tertiary,roundabout,True,False,13.495000000000001,"LINESTRING (153.051028 -27.4655554, 153.0510139 -27.4655395, 153.0510055 -27.4655207, 153.0510037 -27.4655005, 153.0510085 -27.4654808, 153.0510197 -27.4654631, 153.0510361 -27.4654491)",,,,
318625631,318625191,0,28977051,tertiary,roundabout,True,False,14.200000000000001,"LINESTRING (153.0510361 -27.4654491, 153.0510576 -27.4654397, 153.0510813 -27.4654365, 153.051105 -27.4654399, 153.0511264 -27.4654496, 153.0511434 -27.4654646, 153.0511544 -27.4654835)",,,,
