u,v,name,highway,oneway,length,lanes,bridge,ref,junction,maxspeed,tunnel,access,id,cnt,n_id
303299545,499943491,Locke Street,residential,False,112.487,,,,,,,,,,361
303299809,303299545,Gilbey Lane,residential,False,55.57,,,,,,,,,,362
303299809,303299369,Gilbey Lane,residential,False,60.722,,,,,,,,,,363
303299809,499943083,Bowman Lane,residential,False,162.143,,,,,,,,,,364
318624938,200762420,Little Chester Street,residential,False,124.098,,,,,,,,,,365
318625191,318625624,,tertiary,True,10.167,,,,roundabout,,,,,,366
318625511,318625512,Kent Street,tertiary,True,12.646,,,,roundabout,,,,,,367
318625512,200760369,Chester Street,residential,False,63.231,,,,,,,,,,368
318625512,318625515,Kent Street,tertiary,True,12.862,,,,roundabout,,,,,,369
318625515,318625526,Kent Street,tertiary,True,9.601,,,,roundabout,,,,,,370
318625515,363426148,Kent Street,tertiary,False,247.265,,,,,,,,,,371
318625526,318625511,Kent Street,tertiary,True,9.164,,,,roundabout,,,,,,372
318625624,318625627,,tertiary,True,9.936,,,,roundabout,,,,,,373
318625624,100950140,Lamington Street,tertiary,False,121.325,,,,,,,,,,374
318625627,100950225,Sydney Street,residential,False,194.696,,,,,50.0,,,,,375
318625627,318625631,,tertiary,True,13.495,,,,roundabout,,,,,,376
318625631,318625191,,tertiary,True,14.2,,,,roundabout,,,,,,377
318625631,100950130,Lamington Street,tertiary,False,118.253,,,,,,,,,,378
363426095,26336287,James Street,tertiary,False,111.318,2.0,,,,50.0,,,,,379
363426095,363426148,,tertiary,True,10.006,,,,roundabout,,,,,,380
363426148,363426182,,tertiary,True,9.816,,,,roundabout,,,,,,381
363426148,318625515,Kent Street,tertiary,False,247.265,,,,,,,,,,382
363426182,26336293,James Street,tertiary,False,116.586,,,,,,,,,,383
363426182,363426205,,tertiary,True,10.167,,,,roundabout,,,,,,384
363426205,26336289,Kent Street,tertiary,False,458.373,,,,,50.0,,,,,385
363426205,363426095,,tertiary,True,10.767,,,,roundabout,,,,,,386
499943068,100928045,Barker Street,residential,False,54.608,,,,,,,,,,387
499943068,11640495688,Barker Street,residential,False,70.524,,,,,,,,,,388
499943068,303299545,Gilbey Lane,residential,False,75.277,,,,,,,,,,389
499943083,303299369,Langshaw Street,residential,False,102.735,,,,,50.0,,,,,390
499943083,100928077,Langshaw Street,residential,False,87.87899999999999,,,,,50.0,,,,,391
499943083,303299809,Bowman Lane,residential,False,162.143,,,,,,,,,,392
499943491,100928063,Moray Street,residential,False,74.722,,,,,50.0,,,,,393
499943491,303299545,Locke Street,residential,False,112.487,,,,,,,,,,394
499943491,100928045,Moray Street,residential,False,96.588,,,,,50.0,,,,,395
554230434,26336328,Gibbon Street,residential,False,118.828,,,,,,,,,,396
554230434,26336293,Gibbon Street,residential,False,57.351,,,,,,,,,,397
554230434,554230449,Dawson Lane,residential,False,145.72,,,,,,,,,,398
554230449,554230434,Dawson Lane,residential,False,145.72,,,,,,,,,,399
778867198,170851484,Riverview Court,residential,False,53.3,,,,,,,,,,400
1470286504,1470286603,James Street,residential,False,102.4,1.0,,,,,,,,,401
1470286603,26336320,James Street,tertiary,False,22.245,,,,,60.0,,,,,402
1470286603,26336319,James Street,tertiary,False,110.171,,,,,60.0,,,,,403
1470286603,1470286504,James Street,residential,False,102.4,1.0,,,,,,,,,404
2358200532,2358200533,,residential,False,54.269,,,,,,,,,,405
2358200533,228462766,Browne Street,residential,False,127.747,,,,,,,,,,406
2358200533,2358200532,,residential,False,54.269,,,,,,,,,,407
2358200533,228463674,Beattie Lane,residential,False,42.421,,,,,,,,,,408
2358200533,100927842,Browne Street,residential,False,52.32,,,,,,,,,,409
3798145737,100950144,Hopetoun Way,residential,True,182.123,,,,,,,,,,410
3798145737,9119007307,Binkenba Court,residential,False,48.655,,,,,,,,,,411
4416254158,9949476155,Kent Street,residential,True,11.267,1.0,,,,50.0,,,,,412
4416254158,9949476162,Bowen Terrace,residential,True,9.984,1.0,,,,50.0,,,,,413
6275530526,26336291,Bowen Street,residential,False,46.98799999999999,,,,,50.0,,,,,414
6654284506,201214373,Ellis Street,residential,False,43.625,,,,,,,,,,415
9119007307,3798145737,Binkenba Court,residential,False,48.655,,,,,,,,,,416
9949476155,9949476162,Kent Street,residential,True,11.037,1.0,,,,50.0,,,,,417
9949476155,26336289,Kent Street,residential,False,118.353,,,,,50.0,,,,,418
9949476162,26336346,Bowen Terrace,residential,True,86.01599999999999,1.0,,,,50.0,,,,,419
11640495688,100928202,Bowen Terrace,residential,False,192.44,,,,,50.0,,,,,420
11640495688,26336387,Bowen Terrace,residential,False,188.61300000000003,,,,,50.0,,,,,421
11640495688,499943068,Barker Street,residential,False,70.524,,,,,,,,,,422
11640495688,100927821,Barker Street,residential,False,136.49599999999998,,,,,,,,,,423
